filepath,label
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1153__1__7d44573851__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1205__2__93172b8f9f__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1085__3__7d39956de5__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1052__1__73774af835__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1267__2__e26b954c68__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1152__1__2693258348__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1052__3__a9f8bc1607__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1152__3__01421795e1__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1085__1__f9ddef2569__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1065__2__55a37fc8d5__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1165__2__b5bca47671__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1153__3__7ccda72f9a__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1184__1__947397d5d5__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1084__1__4351061ae1__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1106__2__5e47c8303e__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1233__1__cf676fac27__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1064__2__6e6cff4e00__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1131__3__f2d23aabe5__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1140__3__21bde2bce0__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1188__1__05bf9ff3db__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1220__1__7feca7ead1__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1115__2__3af7e4c883__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1177__2__a5920fba94__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1068__2__97e4d09581__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1041__3__b0b823a881__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1096__1__a991714d4a__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1114__2__887dd2ee0b__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1196__1__061fb2d6b4__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1243__1__089d184619__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1169__2__360ad3925c__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1169__3__20c02c54f3__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1216__1__d6efdc3ad2__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1209__1__6902c558aa__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1114__3__1f975d4bd6__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1041__2__f40a1d0a32__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1068__3__688f1a2287__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1177__3__8d5df355c3__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1115__3__714306ec48__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1140__2__4fb66874b2__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1131__2__0e4924f993__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1064__3__ae26a2aaca__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1106__3__67fefdea68__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1153__2__9ca6cb857f__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1266__1__5453788796__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1205__1__7f004989fa__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1165__3__313d720134__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1065__3__fd850a6f89__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1152__2__2c3375f7b8__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1267__1__639122767d__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1052__2__e180129cbe__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1094__1__feabb4d9e7__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1194__1__3ec0236b3b__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1043__3__4bb7411ef9__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1241__1__aef239243b__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1222__1__25cb5d8fcf__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1095__1__dca994195c__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1108__2__c65b10032f__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1142__3__b1b316b8f1__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1175__2__783fe76a9e__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1186__1__3931af4d75__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1086__1__866c3de6c3__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1104__2__ab7c74daa1__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1231__1__0a4a3561fb__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1099__1__bbf8da34d4__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1051__3__aa9820c2dc__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1179__2__fc095e38dc__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1087__1__4b624d93e9__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1105__2__5275c5db35__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1230__1__e888509433__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1050__3__8e5d2e442b__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1198__1__42b366ba73__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1150__3__036bb0a214__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1067__2__0f991a6f5a__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1167__2__2ceb28f2f2__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1167__3__75efad410b__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1218__1__1168fc4ba9__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1067__3__dae029c012__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1207__1__4ddaf37bc3__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1150__2__a94fc98ab3__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1050__2__48b50d6164__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1105__3__994390c133__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1179__3__3840e72c53__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1133__2__4917f7d608__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1051__2__c252fdd27c__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1104__3__b45584b408__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1175__3__70fae42e18__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1108__3__0da2a69c08__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1142__2__6a7b39c049__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1268__1__bc109700e5__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1214__1__7fa5c70762__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1043__2__0ad8698468__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1194__2__2e5faf6484__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1094__2__0da4cd47ae__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1214__3__41157eafde__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1241__2__f64c6308c6__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1268__3__20b3252ff9__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1095__2__ff6dce3b6e__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1222__2__7e0b22400c__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1108__1__c1917be105__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1175__1__146098d38b__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1231__2__7be10e03d4__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1086__2__4401118e99__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1104__1__fd6b0d430d__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1186__2__f1e8c1637a__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1099__2__f4388ba37d__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1179__1__ecc3c0706f__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1230__2__aa99acdbc7__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1087__2__fcc96ceaca__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1105__1__45c24cbf5e__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1198__2__258c712d8d__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1207__3__a8e53cd1ac__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1218__3__1ca049910d__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1167__1__9825bd3965__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1067__1__58d4a0ef47__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1218__2__8cb4b89bb2__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1207__2__9418035bcc__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1198__3__f4c732c026__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1050__1__637eb0e319__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1150__1__4eff137a87__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1230__3__e94d783f8e__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1087__3__a59b5906a3__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1133__1__11f0deb91f__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1099__3__1a53851c61__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1051__1__f6c46de43f__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1186__3__05e53c2122__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1231__3__aeb883f3a0__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1086__3__f8044a36cc__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1142__1__6ebcbc1cc5__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1095__3__75c1ef9fc7__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1268__2__3f710eeb47__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1222__3__3f0a98cf1b__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1241__3__587e44a751__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1214__2__dc1aa41e96__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1043__1__4181876633__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1094__3__f6f5941341__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1194__3__e903bbec45__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1046__2__e3a087f465__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1159__2__a60fd70487__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1059__2__82dd8cf190__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1171__3__b080bfd435__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1211__1__a059ca7917__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1047__2__5ad4e17476__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1058__2__557d733e89__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1112__3__d7a4f3c3e7__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1129__2__54990b4690__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1163__3__48e8756e5a__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1203__1__9883458b28__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1155__2__1def3ef2e0__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1100__3__8bb5a75449__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1137__2__7341a7e6df__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1037__2__61e7c4e8b2__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1037__3__15c0e237b4__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1137__3__d034714b19__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][pop_roc]1257__1__3ef2d931fc__sr44100_dur3.0_m128_w30_h10.npy,org
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/org/[org][jaz_blu]1182__1__5d06e12320__sr44100_dur3.0_m128_w30_h10.npy,org
